Stop ID,Stop Abbreviation,Stop Name,Shelter?,Bench?,Route Numbers,Route Name,location,lat,lng
5120,7AVUNINN,7TH AVE & UNION ST NB,FALSE,FALSE,,AIRPORT - DOWNTOWN HOTELS,"(36.236249, -86.816722)",36.236249,-86.816722
5455,CM5_4,Temporary Bay 4,FALSE,FALSE,,HERMAN,"(36.142642, -86.780897)",36.142642,-86.780897
2762,23ACLASF,23RD AVE N & CLARKSVILLE PIKE SB,FALSE,FALSE,22,BORDEAUX,"(36.105615, -86.672004)",36.105615,-86.672004
4079,21ACHUSN,21ST AVE N & CHURCH ST SB,FALSE,TRUE,25,MIDTOWN,"(36.137623, -86.795609)",36.137623,-86.795609
4133,GRWHIWN,GREEN LN & WHITES CREEK PIKE WB,FALSE,FALSE,41,GOLDEN VALLEY,"(36.175944, -86.804242)",36.175944,-86.804242
4083,Z9AEDGSN,_ 9TH AVE S & EDGEHILL AVE SB,FALSE,FALSE,8,8TH AVENUE SOUTH,"(36.137212, -86.796865)",36.137212,-86.796865
5066,MXODONEL,DONELSON/DELL STATION OUTBOUND,TRUE,FALSE,"15,55",MURFREESBORO PIKE,"(36.174379, -86.761018)",36.174379,-86.761018
94,17ADORSN,17TH AVE S & DOROTHY PL SB,FALSE,FALSE,2,BELMONT,"(36.129319, -86.788814)",36.129319,-86.788814
3219,COC14AWN,COCKRILL ST & 14TH AVE N,FALSE,FALSE,42,ST. CECILIA - CUMBERLAND,"(36.1518, -86.757849)",36.1518,-86.757849
4842,WED18AWN,WEDGEWOOD AVE & 18TH AVE S WB,FALSE,FALSE,21,UNIVERSITY CONNECTOR,"(36.240342, -86.772854)",36.240342,-86.772854
1393,MAI7SEN,MAIN ST & N 7TH  ST EB,FALSE,TRUE,"26,30",GALLATIN PIKE,"(36.263215, -86.700124)",36.263215,-86.700124
46,12ALAWNN,12TH AVE S & LAWRENCE AVE NB,FALSE,FALSE,17,12TH AVENUE SOUTH,"(36.21714, -86.819509)",36.21714,-86.819509
4351,FAILEWWn,FAIN ST & LEWIS ST WB,FALSE,FALSE,25,MIDTOWN,"(36.193302, -86.753829)",36.193302,-86.753829
4954,DOVMOOEF,DOVERSIDE DR & MOORWOOD DR EB,FALSE,FALSE,23,DICKERSON ROAD,"(36.161575, -86.819214)",36.161575,-86.819214
4713,OLDHANWN,OLD HICKORY BLVD & HANKINS ST WB,FALSE,FALSE,76,MADISON CONNECTOR,"(36.3022, -86.692787)",36.3022,-86.692787
1826,ROWBUESN,ROWAN DR & BUENA VISTA PIKE SB,FALSE,FALSE,14,WHITES CREEK,"(36.077159, -86.597214)",36.077159,-86.597214
4130,MCFDOUNN,MCFERRIN AVE & DOUGLAS AVE NB,FALSE,FALSE,30,McFERRIN,"(36.13031, -86.785797)",36.13031,-86.785797
4979,28AHERNN,28TH AVE N & HERMAN ST NB,FALSE,FALSE,21,UNIVERSITY CONNECTOR,"(36.193984, -86.772378)",36.193984,-86.772378
4599,GALTWISN,GALLATIN PIKE & TWIN HILLS DR SB,FALSE,FALSE,26,GALLATIN PIKE,"(36.073996, -86.925957)",36.073996,-86.925957
3693,SHADAISN,SHAKERTOWN RD & DAISY TRL SB,FALSE,FALSE,38,ANTIOCH EXPRESS,"(36.189409, -86.83773)",36.189409,-86.83773
358,BATCRAWN,BATTLEFIELD DR & CRAIG AVE WB,FALSE,FALSE,8,8TH AVENUE SOUTH,"(36.158366, -86.783544)",36.158366,-86.783544
12,10ASDONN,10TH AVE S & S DOUGLAS AVE NB,FALSE,FALSE,17,12TH AVENUE SOUTH,"(36.206998, -86.606283)",36.206998,-86.606283
757,DICDOUNN,DICKERSON PIKE & DOUGLAS AVE NB,FALSE,FALSE,"23,43",DICKERSON ROAD,"(36.155318, -86.8529)",36.155318,-86.8529
1185,HWYHICWN,HWY 70 S & HICKS RD WB,FALSE,TRUE,"24,5",WEST END - BELLEVUE,"(36.161129, -86.820279)",36.161129,-86.820279
2753,COUHYDNN,COUNTY HOSPITAL RD & HYDES FERRY RD NB,FALSE,FALSE,22,BORDEAUX,"(36.087226, -86.692475)",36.087226,-86.692475
487,BRO9AWF,BROADWAY AVE & 9TH AVE S WB,FALSE,TRUE,"3,35,7,93",WEST END - WHITE BRIDGE,"(36.064303, -86.717023)",36.064303,-86.717023
4915,HIGJUNEF,HIGHLAND VIEW DR & JUNEAU DR EB,FALSE,FALSE,27,OLD HICKORY,"(36.152679, -86.828305)",36.152679,-86.828305
3591,MORGEOSN,MORROW RD & GEORGIA AVE SB,FALSE,FALSE,19,HERMAN,"(36.160899, -86.77444)",36.160899,-86.77444
3070,BAT29AWN,BATAVIA ST & 29TH AVE N WB,FALSE,FALSE,19,HERMAN,"(36.102987, -86.808924)",36.102987,-86.808924
4497,HARANTEN,HARDING PL & ANTIOCH PK EB,FALSE,FALSE,52,NOLENSVILLE PK BRT LITE,"(36.131406, -86.756197)",36.131406,-86.756197
1610,NOLFAINM,NOLENSVILLE PIKE & FAIRLANE DR NB,FALSE,FALSE,52,NOLENSVILLE PK BRT LITE,"(36.111686, -86.629992)",36.111686,-86.629992
560,CXISYLHE,37TH AVE/SYLVAN HEIGHTS STATION INBOUND,FALSE,FALSE,"10,50",CHARLOTTE,"(36.085914, -86.649247)",36.085914,-86.649247
5264,MXIMCCTR,CONVENTION CENTER STATION INBOUND,FALSE,FALSE,"15,33,34,37,38,52,55,84,86,96",NOLENSVILLE PK BRT LITE,"(36.18444, -86.843029)",36.18444,-86.843029
1389,LONRICSM,LONE OAK RD & RICHARD JONES RD SB,FALSE,FALSE,"2,21",BELMONT,"(36.050729, -86.716016)",36.050729,-86.716016
4289,NOLWOONF,WOODYCREST STATION INBOUND,FALSE,FALSE,52,NOLENSVILLE PK BRT LITE,"(36.153902, -86.807696)",36.153902,-86.807696
3939,BELCCHNN,BELL RD & COUCHVILLE PIKE NB,FALSE,FALSE,38,ANTIOCH EXPRESS,"(36.089691, -86.631284)",36.089691,-86.631284
3891,UNAMURWF,UNA ANTIOCH PIKE & MURFREESBORO PK,FALSE,FALSE,38,ANTIOCH EXPRESS,"(36.18571, -86.747616)",36.18571,-86.747616
708,COUPANWN,COUNTY HOSPITAL RD & PANORAMA DR WB,FALSE,FALSE,22,BORDEAUX,"(36.116599, -86.74822)",36.116599,-86.74822
1134,HICOCANN,HICKORY PLAZA DR & OCALA DR NB,FALSE,FALSE,"37,52",TUSCULUM - McMURRAY EXPRESS,"(36.165893, -86.780414)",36.165893,-86.780414
5310,MUR23AEF,MURPHY & 23RD AVE EB,FALSE,FALSE,25,MIDTOWN,"(36.215223, -86.764056)",36.215223,-86.764056
2327,NASFAIEN,NASHBORO BLVD & FAIRWAY PT EB,FALSE,FALSE,38,ANTIOCH EXPRESS,"(36.151871, -86.770982)",36.151871,-86.770982
1012,GALSEYSN,GALLATIN AVE & SEYMOUR AVE SB,FALSE,TRUE,26,GALLATIN PIKE,"(36.269427, -86.710676)",36.269427,-86.710676
4756,GRYDWTNF,GRAYCROFT AVE & DUE WEST AVE NB,FALSE,FALSE,36,MADISON EXPRESS,"(36.085349, -86.726967)",36.085349,-86.726967
4280,NXOJOYNR,JOYNER STATION OUTBOUND,FALSE,FALSE,52,NOLENSVILLE PK BRT LITE,"(36.172749, -86.762531)",36.172749,-86.762531
4660,4AVDEASN,4TH AVE & DEADERICK ST SB,FALSE,FALSE,"15,18,25,27,33,34,36,37,44,60,61",LEBANON PIKE,"(36.195314, -86.780671)",36.195314,-86.780671
2957,DICLEMSF,DICKERSON PIKE & LEMUEL RD SB,FALSE,FALSE,"23,43",DICKERSON ROAD,"(36.066713, -86.636764)",36.066713,-86.636764
1266,LAF4AWN,LAFAYETTE ST & 4TH AVE S WB,FALSE,TRUE,18,AIRPORT - DOWNTOWN HOTELS,"(36.170861, -86.746613)",36.170861,-86.746613
5462,CM5_9,Temporary Bay 9,FALSE,FALSE,,SHELBY,"(36.118756, -86.791055)",36.118756,-86.791055
1028,NGAWILSN,N GALLATIN PIKE & WILEY LN SB,FALSE,FALSE,26,GALLATIN PIKE,"(36.179699, -86.741437)",36.179699,-86.741437
5330,TRAPARNN,TRAVIS DR & PARAGON MILLS RD NB,FALSE,FALSE,72,GRASSMERE-EDMONDSON CONNECTOR,"(36.267491, -86.699097)",36.267491,-86.699097
2105,WOO6SWN,WOODLAND ST & S 6TH ST WB,FALSE,FALSE,20,SCOTT,"(36.206463, -86.758067)",36.206463,-86.758067
348,BAPUNNSM,BAPTIST WORLD CENTER DR & UNNAMED ST SB,FALSE,FALSE,14,WHITES CREEK,"(36.104839, -86.670128)",36.104839,-86.670128
420,BELMORSN,BELL RD & MORRIS GENTRY BLVD SB,FALSE,FALSE,15,MURFREESBORO PIKE,"(36.185733, -86.768284)",36.185733,-86.768284
1879,SHE14SWN,SHELBY AVE & S 14TH ST WB,FALSE,FALSE,4,SHELBY,"(36.136868, -86.795931)",36.136868,-86.795931
2939,MCNSUTN,MCNAIRY LN & SUTTON HILL RD NB,FALSE,FALSE,8,8TH AVENUE SOUTH,"(36.168641, -86.656204)",36.168641,-86.656204
37,GRAFERNN,GRANNY WHITE PIKE & FERGUSON AVE NB,FALSE,FALSE,17,12TH AVENUE SOUTH,"(36.179972, -86.769035)",36.179972,-86.769035
2998,N16ORDNN,N 16TH ST & ORDWAY PL NB,FALSE,FALSE,4,SHELBY,"(36.135986, -86.7016)",36.135986,-86.7016
2191,MADTOWE,MADISON TOWERS,FALSE,FALSE,76,MADISON CONNECTOR,"(36.072479, -86.732616)",36.072479,-86.732616
1250,JONJONSN,JONES AVE & JONES CIR SB,FALSE,FALSE,30,McFERRIN,"(36.110432, -86.724234)",36.110432,-86.724234
1547,MURREEEN,MURFREESBORO PIKE & REEDWOOD DR EB,FALSE,TRUE,15,MURFREESBORO PIKE,"(36.151738, -86.676829)",36.151738,-86.676829
3169,MERWILSN,MERIDIAN ST & WILBURN ST SB,FALSE,FALSE,28,MERIDIAN,"(36.142242, -86.742411)",36.142242,-86.742411
1989,WED17AEN,WEDGEWOOD AVE & 17TH AVE S EB,FALSE,TRUE,"21,35,93",UNIVERSITY CONNECTOR,"(36.136319, -86.794443)",36.136319,-86.794443
1361,LEBMUNEN,LEBANON PIKE & MUNN LN EB,FALSE,FALSE,6,LEBANON PIKE,"(36.163214, -86.775995)",36.163214,-86.775995
1462,MERTRUNN,MERIDIAN ST & TRUETLAN ST NB,FALSE,FALSE,28,MERIDIAN,"(35.855724, -86.403636)",35.855724,-86.403636
5368,GLABRIWM,GLASTONBURY RD & BRILEY PKWY WB,FALSE,FALSE,77,THOMPSON CONNECTOR,"(36.170613, -86.754309)",36.170613,-86.754309
5323,EDMBLANF,EDMONDSON PK & BLACKMAN NB,FALSE,FALSE,72,GRASSMERE-EDMONDSON CONNECTOR,"(36.021807, -86.581929)",36.021807,-86.581929
5344,THKG,THOMPSON LN KROGER,FALSE,FALSE,77,THOMPSON CONNECTOR,"(36.104936, -86.669667)",36.104936,-86.669667
858,ELMROYWN,ELM HILL PIKE & ROYAL PKWY WB,FALSE,FALSE,18,AIRPORT - DOWNTOWN HOTELS,"(36.165606, -86.83418)",36.165606,-86.83418
3455,MURPOLWN,MURFREESBORO PIKE & POLK AVE WB,FALSE,TRUE,15,MURFREESBORO PIKE,"(36.10623, -86.742755)",36.10623,-86.742755
4767,WED16ASN,WEDGEWOOD AVE & 16TH AVE WB,FALSE,FALSE,35,RIVERGATE EXPRESS,"(36.166322, -86.781446)",36.166322,-86.781446
2722,2AVCOMNN,2ND AVE N & COMMERCE ST NB,FALSE,FALSE,"15,25,27,33,34,36,37,38,44,84,86,96",LEBANON PIKE,"(36.127657, -86.803557)",36.127657,-86.803557
5029,NWBMEDSN,NW BROAD ST & MEDICAL CENTER PKWY SB,FALSE,FALSE,96,MURFREESBORO RELAX & RIDE,"(36.195894, -86.817635)",36.195894,-86.817635
1894,SHE9SEN,SHELBY AVE  & S 9TH ST EB,FALSE,FALSE,4,SHELBY,"(36.221033, -86.625062)",36.221033,-86.625062
5294,MURCITWN,MURFREESBORO PIKE & CITY HALL WB,FALSE,FALSE,"86,96",SMYRNA - LA VERGNE EXPRESS,"(36.167813, -86.820382)",36.167813,-86.820382
1502,MURREEWF,MURFREESBORO PIKE & REEDWOOD DR,FALSE,TRUE,15,MURFREESBORO PIKE,"(36.04539, -86.701416)",36.04539,-86.701416
5464,CM5_11,Temporary Bay 11,FALSE,FALSE,,100 OAKS,"(36.04488, -86.669901)",36.04488,-86.669901
3081,39AJOHNN,39TH AVE N & JOHN L DRIVER BLVD NB,FALSE,FALSE,19,HERMAN,"(36.102139, -86.808542)",36.102139,-86.808542
2712,NXIMORTN,MORTON STATION INBOUND,FALSE,FALSE,52,NOLENSVILLE PK BRT LITE,"(36.230288, -86.773922)",36.230288,-86.773922
4414,MCC4_15,MUSIC CITY CENTRAL 4TH - BAY 15,TRUE,FALSE,"10,15,55",CHARLOTTE,"(36.059105, -86.716445)",36.059105,-86.716445
147,21AWLISN,21ST AVE S & W LINDEN AVE SB,FALSE,FALSE,7,HILLSBORO,"(36.226044, -86.760219)",36.226044,-86.760219
1400,MAIFRENF,MAINSTREAM DR & FREELAND ST RD NB,FALSE,TRUE,9,METROCENTER,"(36.219347, -86.72754)",36.219347,-86.72754
1747,OLDSOUSN,OLD HICKORY BLVD & SOUTHFORK BLVD SB,FALSE,FALSE,27,OLD HICKORY,"(36.164616, -86.779573)",36.164616,-86.779573
1235,JEFTEMWN,JEFFERSON ST & ED TEMPLE BLVD WB,FALSE,TRUE,"21,60",UNIVERSITY CONNECTOR,"(36.100407, -86.871185)",36.100407,-86.871185
374,BELBENWN,BELL RD & BENZING RD WB,FALSE,FALSE,33,HICKORY HOLLOW-LENOX EXPRESS,"(36.232267, -86.753084)",36.232267,-86.753084
405,BELHPAWF,BELL RD & HICKORY PARK DR WB,FALSE,TRUE,33,HICKORY HOLLOW-LENOX EXPRESS,"(36.170732, -86.801437)",36.170732,-86.801437
1867,SHALONWN,SHACKLEFORD RD & LONE OAK RD WB,FALSE,FALSE,"2,21",BELMONT,"(36.186902, -86.768026)",36.186902,-86.768026
4965,EWIRICEN,EWING DR & RICHMOND HILL DR EB,FALSE,FALSE,23,DICKERSON ROAD,"(36.222369, -86.719039)",36.222369,-86.719039
1659,NOLTUSSN,NOLENSVILLE PIKE & TUSCULUM RD SB,FALSE,FALSE,52,NOLENSVILLE PK BRT LITE,"(36.090586, -86.606347)",36.090586,-86.606347
771,DICHILSF,DICKERSON PIKE & HILLHURST DR SB,FALSE,FALSE,"23,43",DICKERSON ROAD,"(36.216374, -86.729271)",36.216374,-86.729271
906,GALARDNN,N GALLATIN PIKE & ARDEE AVE NB,FALSE,FALSE,26,GALLATIN PIKE,"(36.197284, -86.608466)",36.197284,-86.608466
4662,4AARCADE,4TH AVE & ARCADE SB,FALSE,FALSE,"15,18,25,27,33,34,36,37,44,60,61",LEBANON PIKE,"(36.157875, -86.772552)",36.157875,-86.772552
1086,HARPAGSN,HARDING PIKE & PAGE RD SB,FALSE,TRUE,5,WEST END - BELLEVUE,"(36.132157, -86.857574)",36.132157,-86.857574
4463,MAPWALNM,MAPLEWOOD TRC & WALTON LN EB,FALSE,FALSE,43,HICKORY HILLS,"(36.203224, -86.732445)",36.203224,-86.732445
3061,JEF14AEN,JEFFERSON ST & 14TH AVE N EB,FALSE,TRUE,60,MUSIC CITY BLUE CIRCUIT,"(36.162301, -86.810251)",36.162301,-86.810251
1455,MERCLENN,MERIDIAN ST & CLEVELAND ST NB,FALSE,FALSE,28,MERIDIAN,"(36.182108, -86.640891)",36.182108,-86.640891
5222,RIVPLYWN,RIVERWOOD DR & PLYMOUTH AVE WB,FALSE,FALSE,20,SCOTT,"(36.164758, -86.802109)",36.164758,-86.802109
3636,ANDPRINN,ANDERSON RD & PRIEST LAKE DR NB,FALSE,FALSE,38,ANTIOCH EXPRESS,"(36.069631, -86.720726)",36.069631,-86.720726
1000,GALOAKSN,GALLATIN PIKE & OAK ST SB,FALSE,FALSE,26,GALLATIN PIKE,"(36.120599, -86.718195)",36.120599,-86.718195
4206,ANDTYLNN,ANDREW JACKSON PKWY & TYLER DR NB,FALSE,FALSE,"27,6",LEBANON PIKE,"(36.138372, -86.800622)",36.138372,-86.800622
4741,2AVKORNN,2ND AVE & KOREAN VETS BLVD NB,FALSE,FALSE,15,MURFREESBORO PIKE,"(36.153181, -86.821371)",36.153181,-86.821371
2052,WHIBRONF,WHITE BRIDGE PIKE & BROOKWOOD PL NB,TRUE,TRUE,3,WEST END - WHITE BRIDGE,"(36.040995, -86.710992)",36.040995,-86.710992
1852,SCOKELSN,SCOTT AVE & KELLER AVE SB,FALSE,FALSE,20,SCOTT,"(36.128444, -86.789105)",36.128444,-86.789105
1318,LEBJACEF,LEBANON PIKE & JACKSON DOWNS BLV D,FALSE,FALSE,6,LEBANON PIKE,"(36.178282, -86.816675)",36.178282,-86.816675
3067,HER17NWN,HERMAN ST & 17TH AVE N WB,FALSE,FALSE,19,HERMAN,"(36.152332, -86.625169)",36.152332,-86.625169
1653,NOLTAYWN,NOLENSVILLE PIKE & TAYLOR RD WB,FALSE,FALSE,52,NOLENSVILLE PK BRT LITE,"(36.141776, -86.778352)",36.141776,-86.778352
5381,ETHBROSF,E THOMPSON LN & BROWNING RD SB,FALSE,FALSE,77,THOMPSON CONNECTOR,"(36.192341, -86.829181)",36.192341,-86.829181
120,21ACHINN,21ST AVE S & CHILDRENS WAY NB,FALSE,TRUE,"35,7",HILLSBORO,"(36.13089, -86.795485)",36.13089,-86.795485
555,CHA31AEM,CHARLOTTE AVE & 31ST AVE N EB,FALSE,FALSE,10,CHARLOTTE,"(36.079436, -86.628392)",36.079436,-86.628392
4604,WMOH,WAL MART - O.H. & NOLENSVILLE PIKE,FALSE,FALSE,33,HICKORY HOLLOW-LENOX EXPRESS,"(36.174197, -86.782949)",36.174197,-86.782949
4364,12AASHSF,12TH AVE S & ASHWOOD AVE SB,FALSE,TRUE,17,12TH AVENUE SOUTH,"(36.134638, -86.888654)",36.134638,-86.888654
159,25ADELNN,25TH AVE N & DELK AVE NB,FALSE,FALSE,42,ST. CECILIA - CUMBERLAND,"(36.16748, -86.809233)",36.16748,-86.809233
2303,STEBLAS,STEWARTS FERRY PKWY & BLACKWOOD DR SB,FALSE,TRUE,38,ANTIOCH EXPRESS,"(36.196972, -86.755197)",36.196972,-86.755197
843,CHE8AWN,CHESTNUT ST & 8TH AVE S WB,FALSE,FALSE,25,MIDTOWN,"(36.152168, -86.797482)",36.152168,-86.797482
678,CLACLISN,CLARKSVILLE PIKE & CLIFF DR SB,FALSE,TRUE,22,BORDEAUX,"(36.195094, -86.708469)",36.195094,-86.708469
397,BELCOMNN,BELMONT BLVD & COMPTON AVE NB,FALSE,FALSE,"2,21",BELMONT,"(36.27992, -86.756424)",36.27992,-86.756424
3710,RURPRIWN,RURAL HILL RD & PRIEST LAKE DR WB,FALSE,FALSE,38,ANTIOCH EXPRESS,"(36.149153, -86.683907)",36.149153,-86.683907
182,2AVJUNSF,2ND AVE N & JUNIOR GILLIAM WAY SB,TRUE,FALSE,"28,9",METROCENTER,"(36.245431, -86.768844)",36.245431,-86.768844
2632,CXONVLWS,NASHVILLE WEST STATION OUTBOUND,TRUE,FALSE,"10,50",CHARLOTTE,"(36.134916, -86.704613)",36.134916,-86.704613
4971,21AMEHNM,21 ST AVE N & MEHARRY BLVD NB,FALSE,FALSE,21,UNIVERSITY CONNECTOR,"(36.168505, -86.788052)",36.168505,-86.788052
1471,MONBLUNN,MONTGOMERY AVE & BLUE RIDGE AVE NB,FALSE,FALSE,30,McFERRIN,"(36.085954, -86.75451)",36.085954,-86.75451
1999,WES19AEN,WEST END AVE & 19TH AVE S EB,TRUE,TRUE,"3,5",WEST END - WHITE BRIDGE,"(36.078591, -86.659934)",36.078591,-86.659934
5131,ROSTRANF,ROSEBANK AVE & TRAUGHBER DR NB,FALSE,FALSE,4,SHELBY,"(36.18348, -86.81422)",36.18348,-86.81422
4991,HUNDALSN,HUNTERS LN & DALMERE DR SB,FALSE,FALSE,43,HICKORY HILLS,"(36.263524, -86.647872)",36.263524,-86.647872
1437,MCGCENSN,MCGAVOCK PIKE & CENTURY BLVD SB,FALSE,FALSE,18,AIRPORT - DOWNTOWN HOTELS,"(36.164472, -86.804654)",36.164472,-86.804654
4957,BRICHENF,BRICKMONT DR & CHESAPEAKE DR NB,FALSE,FALSE,23,DICKERSON ROAD,"(36.129014, -86.786086)",36.129014,-86.786086
5364,MASPATNN,MASSMAN DR & PATRICIA DR NB,FALSE,FALSE,77,THOMPSON CONNECTOR,"(36.155187, -86.77982)",36.155187,-86.77982
5406,MCCFMS,MUSIC CITY CIRCUIT FARMERS MARKET S,FALSE,FALSE,61,MUSIC CITY GREEN CIRCUIT,"(36.198516, -86.838365)",36.198516,-86.838365
4850,TROELYNF,TROUSDALE DR & ELYSIAN FIELDS RD NB,FALSE,FALSE,72,GRASSMERE-EDMONDSON CONNECTOR,"(36.176626, -86.79428)",36.176626,-86.79428
3924,PICBISWM,PICCADILLY ROW & BISHOPGATE RD WB,FALSE,FALSE,38,ANTIOCH EXPRESS,"(36.186592, -86.720147)",36.186592,-86.720147
154,23ACLANN,23RD AVE N & CLARKSVILLE PIKE NB,FALSE,FALSE,22,BORDEAUX,"(36.190474, -86.77296)",36.190474,-86.77296
4897,HADDONSF,HADLEY AVE & DONELSON AVE SB,FALSE,FALSE,27,OLD HICKORY,"(36.047277, -86.656155)",36.047277,-86.656155
823,DRDHERSN,DR DB TODD JR BLVD & HERMOSA ST SB,FALSE,FALSE,25,MIDTOWN,"(36.25167, -86.757501)",36.25167,-86.757501
9,10ALAWSN,10TH AVE S & LAWRENCE AVE SB,FALSE,FALSE,17,12TH AVENUE SOUTH,"(36.139798, -86.881237)",36.139798,-86.881237
282,8ASHISN,8TH AVE S & SHIRLEY ST SB,FALSE,FALSE,"84,86",MURFREESBORO EXPRESS,"(36.151668, -86.677224)",36.151668,-86.677224
4325,CLAASHSM,CLARKSVILLE PIKE & ASHTON CITY HWY,FALSE,FALSE,22,BORDEAUX,"(36.234315, -86.767589)",36.234315,-86.767589
2768,DELTAYSN,DELTA AVE & TAYLOR ST SB,FALSE,FALSE,22,BORDEAUX,"(36.039628, -86.759489)",36.039628,-86.759489
1821,ROSDALWF,ROSEBANK AVE & DALEBROOK LN WB,FALSE,FALSE,4,SHELBY,"(36.162249, -86.790464)",36.162249,-86.790464
764,DICEVASN,DICKERSON PIKE & EVANSON AVE SB,FALSE,FALSE,"23,43",DICKERSON ROAD,"(36.271168, -86.710472)",36.271168,-86.710472
406,BELHHOEN,BELL RD & HICKORY HOLLOW PKWY EB,FALSE,TRUE,33,HICKORY HOLLOW-LENOX EXPRESS,"(36.141557, -86.740817)",36.141557,-86.740817
778,DICMULSN,DICKERSON PIKE & MULBERRY DOWNS CIR,FALSE,FALSE,43,HICKORY HILLS,"(36.219311, -86.727012)",36.219311,-86.727012
4296,ANNCHAWF,ANNEX AVE & CHARLOTTE PIKE WB,FALSE,FALSE,10,CHARLOTTE,"(36.159527, -86.703951)",36.159527,-86.703951
869,ELMROYEN,ELM HILL PIKE & ROYAL PKWY EB,FALSE,FALSE,18,AIRPORT - DOWNTOWN HOTELS,"(36.137078, -86.794499)",36.137078,-86.794499
1764,CREOAKSM,CREEKWOOD DR & OAKVIEW DR SB,FALSE,TRUE,23,DICKERSON ROAD,"(36.073067, -86.614488)",36.073067,-86.614488
2471,OLDBREEF,OLD HICKORY BLVD & BRENTWOOD CHASE DR EB,FALSE,FALSE,37,TUSCULUM - McMURRAY EXPRESS,"(36.053735, -86.715196)",36.053735,-86.715196
541,CXONGULC,11TH AVE / N GULCH STATION OUTBOUND,FALSE,FALSE,"1,10,24,25,50",100 OAKS,"(36.176735, -86.741876)",36.176735,-86.741876
4262,GALROOSN,GALLATIN PIKE & ROOSEVELT AVE SB,FALSE,FALSE,26,GALLATIN PIKE,"(36.14638, -86.763375)",36.14638,-86.763375
1513,MURFOSEN,MURFREESBORO PIKE & FOSTER AVE EB,FALSE,TRUE,15,MURFREESBORO PIKE,"(36.140995, -86.627918)",36.140995,-86.627918
5221,ARDGALEF,ARDEE AVE & GALLATIN PIKE EB,FALSE,FALSE,20,SCOTT,"(36.167152, -86.796343)",36.167152,-86.796343
4391,LEBLISWN,LEBANON PIKE & LISA LN  WB,FALSE,FALSE,"34,6",LEBANON PIKE,"(36.076953, -86.94581)",36.076953,-86.94581
86,MAGDORNN,MAGNOLIA BLVD & DOROTHY PL NB,FALSE,TRUE,2,BELMONT,"(36.199009, -86.73293)",36.199009,-86.73293
3702,ANDWILWF,ANDERSON RD & WILFORD PACK DR WB,FALSE,FALSE,38,ANTIOCH EXPRESS,"(36.135661, -86.725098)",36.135661,-86.725098
2703,NOLBRESN,NOLENSVILLE  PK & BREWER DR,FALSE,FALSE,52,NOLENSVILLE PK BRT LITE,"(36.169933, -86.674357)",36.169933,-86.674357
2995,16SWOONN,16TH ST & WOODLAND ST NB,FALSE,FALSE,4,SHELBY,"(36.183082, -86.789838)",36.183082,-86.789838
2243,CHE1AVWF,CHESTNUT & 1ST AVE WB,FALSE,FALSE,25,MIDTOWN,"(36.168866, -86.683426)",36.168866,-86.683426
3945,BELEHPNN,BELL RD & ELM HILL PIKE NB,FALSE,FALSE,38,ANTIOCH EXPRESS,"(36.158589, -86.777139)",36.158589,-86.777139
5160,HER12AEN,HERMAN ST & 12TH AVE N EB,FALSE,FALSE,19,HERMAN,"(36.20849, -86.698377)",36.20849,-86.698377
1193,HWYSAWEN,HWY 70 S & SAWYER BROWN RD EB,FALSE,TRUE,"24,5",WEST END - BELLEVUE,"(36.249225, -86.643417)",36.249225,-86.643417
5224,OTASCOWN,OTAY ST & SCOTT AVE WB,FALSE,FALSE,20,SCOTT,"(36.240374, -86.772655)",36.240374,-86.772655
1554,MURSPEEN,MURFREESBORO PIKE & SPENCE LN EB,FALSE,TRUE,15,MURFREESBORO PIKE,"(36.244354, -86.722479)",36.244354,-86.722479
1307,LEBGRAWN,LEBANON PIKE & GRAYLNN DR WB,FALSE,FALSE,"34,6",LEBANON PIKE,"(36.186611, -86.72256)",36.186611,-86.72256
195,3AGARNN,3RD AVE N & GARFIELD ST NB,FALSE,FALSE,9,METROCENTER,"(36.190358, -86.79748)",36.190358,-86.79748
1301,LEBFAIEN,LEBANON PIKE & FAIRWAY DR EB,FALSE,FALSE,"34,6",LEBANON PIKE,"(36.146548, -86.816414)",36.146548,-86.816414
5081,5AVDEMNF,5TH AVE & DEMONBREUN ST NB,TRUE,FALSE,61,MUSIC CITY GREEN CIRCUIT,"(36.13499, -86.823993)",36.13499,-86.823993
2514,OPRYSHOP,OPRY MILLS SHOPPING CENTER,FALSE,FALSE,34,OPRY MILLS,"(36.18041, -86.804368)",36.18041,-86.804368
4889,OLDOVENN,DUPONT-HADLEY MIDDLE SCHOOL,FALSE,FALSE,27,OLD HICKORY,"(36.139606, -86.787525)",36.139606,-86.787525
821,DOVMOOWN,DOVERSIDE DR & MOOREWOOD DR WB,FALSE,FALSE,23,DICKERSON ROAD,"(36.157723, -86.830237)",36.157723,-86.830237
2923,MCNSUTS,MCNAIRY LN & SUTTON HILL RD SB,FALSE,FALSE,8,8TH AVENUE SOUTH,"(36.230582, -86.765423)",36.230582,-86.765423
959,GALLAKNN,GALLATIN PIKE & LAKEWOOD DR NB,FALSE,FALSE,26,GALLATIN PIKE,"(36.235458, -86.773046)",36.235458,-86.773046
5125,ROSBEEEF,ROSEBANK AVE & BEECHMONT PL EB,FALSE,FALSE,4,SHELBY,"(36.156975, -86.780929)",36.156975,-86.780929
